latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-5.74682,19.88833,318.78,1.06,1.03,2026-08-13,1414,Aqua,MODIS,69,6.1NRT,300.91,9.36,D
-5.7455,19.89743,322.07,1.06,1.03,2026-08-13,1414,Aqua,MODIS,74,6.1NRT,300.63,12.98,D
-5.74465,17.22987,329.58,1.51,1.21,2026-08-13,1414,Aqua,MODIS,83,6.1NRT,295.82,39.95,D
-5.74455,19.84013,316.98,1.07,1.03,2026-08-13,1414,Aqua,MODIS,66,6.1NRT,299.55,8.35,D
-5.73821,19.82005,313.94,1.07,1.03,2026-08-13,1414,Aqua,MODIS,35,6.1NRT,298.97,5.07,D
-5.73784,16.20379,312.21,1.81,1.32,2026-08-13,1414,Aqua,MODIS,59,6.1NRT,295.8,11.2,D
-5.73561,16.21969,311.17,1.8,1.32,2026-08-13,1414,Aqua,MODIS,53,6.1NRT,295.51,9.27,D
-5.73119,19.93303,321.82,1.06,1.03,2026-08-13,1414,Aqua,MODIS,74,6.1NRT,300,12.47,D
-5.72913,20.71315,315.68,1.01,1.01,2026-08-13,1414,Aqua,MODIS,64,6.1NRT,297.09,7.9,D
-5.72867,20.83922,317.55,1.01,1,2026-08-13,1414,Aqua,MODIS,51,6.1NRT,300.89,7.9,D
-5.72784,20.722,331.25,1.01,1.01,2026-08-13,1414,Aqua,MODIS,84,6.1NRT,300.24,24.65,D
-5.72746,21.23,314.06,1,1,2026-08-13,1414,Aqua,MODIS,61,6.1NRT,298.67,6.15,D
-5.70574,14.84192,310.8,2.32,1.47,2026-08-13,1414,Aqua,MODIS,59,6.1NRT,291.99,22.39,D
-5.70431,14.84694,308.78,2.32,1.47,2026-08-13,1414,Aqua,MODIS,50,6.1NRT,292,18.9,D
-5.70268,15.04921,310.92,2.23,1.45,2026-08-13,1414,Aqua,MODIS,58,6.1NRT,293.23,19.63,D
-5.70187,15.14776,322.82,2.19,1.44,2026-08-13,1414,Aqua,MODIS,78,6.1NRT,294.13,51.69,D
-5.70001,15.06857,309.02,2.23,1.45,2026-08-13,1414,Aqua,MODIS,51,6.1NRT,292.77,15.16,D
-5.69887,20.28272,315.5,1.03,1.02,2026-08-13,1414,Aqua,MODIS,59,6.1NRT,299.59,5.93,D
-5.69719,20.87053,317.4,1.01,1,2026-08-13,1414,Aqua,MODIS,60,6.1NRT,299.27,8.46,D
-5.69317,14.65034,310.37,2.41,1.5,2026-08-13,1414,Aqua,MODIS,57,6.1NRT,291.63,18.6,D
-5.69264,15.02829,312.75,2.24,1.45,2026-08-13,1414,Aqua,MODIS,55,6.1NRT,293.37,23.58,D
-5.68751,19.8546,320.77,1.07,1.03,2026-08-13,1414,Aqua,MODIS,73,6.1NRT,299.82,12,D
-5.68616,19.86383,318.1,1.06,1.03,2026-08-13,1414,Aqua,MODIS,69,6.1NRT,300.16,9.21,D
-5.67217,21.60572,316.5,1,1,2026-08-13,1414,Aqua,MODIS,68,6.1NRT,296.61,10.2,D
-5.67088,21.61447,311.24,1,1,2026-08-13,1414,Aqua,MODIS,54,6.1NRT,295.83,6.29,D
-5.67015,20.16172,320.63,1.04,1.02,2026-08-13,1414,Aqua,MODIS,68,6.1NRT,300.98,10.82,D
-5.66894,15.20122,323.34,2.17,1.43,2026-08-13,1414,Aqua,MODIS,78,6.1NRT,294.01,51.64,D
-5.6683,20.04955,324.16,1.05,1.02,2026-08-13,1414,Aqua,MODIS,77,6.1NRT,302.23,15.18,D
-5.66238,20.84101,311.07,1.01,1,2026-08-13,1414,Aqua,MODIS,39,6.1NRT,298.14,3.65,D
-5.65984,21.5681,313.79,1,1,2026-08-13,1414,Aqua,MODIS,35,6.1NRT,298.54,6.32,D
-5.65692,15.95885,317.91,1.89,1.34,2026-08-13,1414,Aqua,MODIS,72,6.1NRT,294.57,27.75,D
-5.65572,15.38877,312.74,2.09,1.41,2026-08-13,1414,Aqua,MODIS,63,6.1NRT,295.25,18.67,D
-5.65463,21.22236,322.06,1,1,2026-08-13,1414,Aqua,MODIS,75,6.1NRT,298.39,13.46,D
-5.65335,21.2311,319.18,1,1,2026-08-13,1414,Aqua,MODIS,71,6.1NRT,298.6,10.48,D
-5.63373,21.12096,315.86,1,1,2026-08-13,1414,Aqua,MODIS,65,6.1NRT,299.29,7.36,D
-5.62813,19.88374,317.12,1.06,1.03,2026-08-13,1414,Aqua,MODIS,67,6.1NRT,297.95,8.39,D
-5.62676,23.69634,308.06,1.16,1.07,2026-08-13,1414,Aqua,MODIS,17,6.1NRT,285.88,6.35,D
-5.62166,20.99642,315.41,1,1,2026-08-13,1414,Aqua,MODIS,31,6.1NRT,298.49,7.09,D
-5.61885,21.07653,316.35,1,1,2026-08-13,1414,Aqua,MODIS,66,6.1NRT,298.67,8.28,D
-5.61813,21.28833,311.25,1,1,2026-08-13,1414,Aqua,MODIS,50,6.1NRT,298.96,5.03,D
-5.61368,16.76724,311.88,1.63,1.26,2026-08-13,1414,Aqua,MODIS,56,6.1NRT,295.08,8.55,D
-5.6129,20.99512,314.24,1,1,2026-08-13,1414,Aqua,MODIS,50,6.1NRT,298.13,6.42,D
-5.61287,16.52327,321.54,1.7,1.28,2026-08-13,1414,Aqua,MODIS,74,6.1NRT,296.52,26.76,D
-5.61168,16.78179,323.57,1.62,1.25,2026-08-13,1414,Aqua,MODIS,77,6.1NRT,295.12,30.62,D
-5.61161,21.00388,318.5,1,1,2026-08-13,1414,Aqua,MODIS,70,6.1NRT,298.32,10.09,D
-5.61042,16.77631,323.06,1.62,1.25,2026-08-13,1414,Aqua,MODIS,77,6.1NRT,294.9,27.95,D
-5.60957,21.83271,316,1.01,1,2026-08-13,1414,Aqua,MODIS,68,6.1NRT,294.38,10.27,D
-5.60827,21.8415,325.8,1.01,1,2026-08-13,1414,Aqua,MODIS,80,6.1NRT,297.08,20.13,D
-5.60377,19.85486,316.12,1.06,1.03,2026-08-13,1414,Aqua,MODIS,66,6.1NRT,299.37,7.11,D
-5.59955,16.53674,320.55,1.69,1.28,2026-08-13,1414,Aqua,MODIS,68,6.1NRT,295.75,25.6,D
-5.59601,20.80422,312.62,1.01,1,2026-08-13,1414,Aqua,MODIS,45,6.1NRT,299.15,4.41,D
-5.58946,20.07821,318.27,1.05,1.02,2026-08-13,1414,Aqua,MODIS,70,6.1NRT,302.06,7.42,D
-5.5821,20.8381,316.39,1.01,1,2026-08-13,1414,Aqua,MODIS,65,6.1NRT,299.6,7.58,D
-5.57671,23.05527,317.17,1.09,1.04,2026-08-13,1414,Aqua,MODIS,73,6.1NRT,296.94,10.86,D
-5.57529,23.06477,311.99,1.09,1.04,2026-08-13,1414,Aqua,MODIS,64,6.1NRT,296.68,6.28,D
-5.55899,21.36224,312.28,1,1,2026-08-13,1414,Aqua,MODIS,57,6.1NRT,298.42,5.81,D
-5.55811,20.86466,315.65,1.01,1,2026-08-13,1414,Aqua,MODIS,62,6.1NRT,298.91,7.59,D
-5.55448,18.2901,310.75,1.27,1.12,2026-08-13,1414,Aqua,MODIS,47,6.1NRT,296.57,6.03,D
-5.5491,20.9261,319.44,1,1,2026-08-13,1414,Aqua,MODIS,34,6.1NRT,298.23,12.57,D
-5.54843,19.85606,317.52,1.06,1.03,2026-08-13,1414,Aqua,MODIS,69,6.1NRT,300.93,8.93,D
-5.54659,18.34472,311.55,1.26,1.12,2026-08-13,1414,Aqua,MODIS,29,6.1NRT,296.69,6.11,D
-5.5361,20.7085,314.79,1.01,1.01,2026-08-13,1414,Aqua,MODIS,61,6.1NRT,299.46,6.26,D
-5.53545,19.8825,317.12,1.06,1.03,2026-08-13,1414,Aqua,MODIS,67,6.1NRT,300.28,7.42,D
-5.5353,18.35399,314.17,1.26,1.11,2026-08-13,1414,Aqua,MODIS,53,6.1NRT,297.03,8.43,D
-5.53158,20.1627,318.03,1.04,1.02,2026-08-13,1414,Aqua,MODIS,69,6.1NRT,299.71,9.65,D
-5.51753,14.78275,315.44,2.33,1.48,2026-08-13,1414,Aqua,MODIS,69,6.1NRT,291.81,30.69,D
-5.51721,21.08243,315.38,1,1,2026-08-13,1414,Aqua,MODIS,56,6.1NRT,298.76,6.72,D
-5.51598,14.78741,317.47,2.33,1.48,2026-08-13,1414,Aqua,MODIS,72,6.1NRT,291.78,37.1,D
-5.51461,14.80322,311.47,2.32,1.47,2026-08-13,1414,Aqua,MODIS,60,6.1NRT,290.91,20.7,D
-5.51323,14.80786,306.97,2.32,1.47,2026-08-13,1414,Aqua,MODIS,22,6.1NRT,290.94,10.14,D
-5.5084,17.47831,311.18,1.44,1.19,2026-08-13,1414,Aqua,MODIS,45,6.1NRT,295.59,8.26,D
-5.50227,21.06233,317.91,1,1,2026-08-13,1414,Aqua,MODIS,69,6.1NRT,299.53,8.6,D
-5.50099,21.07109,328.73,1,1,2026-08-13,1414,Aqua,MODIS,82,6.1NRT,299.78,19.88,D
-5.4982,21.15107,315.82,1,1,2026-08-13,1414,Aqua,MODIS,63,6.1NRT,298.71,7.11,D
-5.49319,18.37044,311.91,1.25,1.11,2026-08-13,1414,Aqua,MODIS,28,6.1NRT,297.11,6.19,D
-5.4856,21.17598,312.86,1,1,2026-08-13,1414,Aqua,MODIS,57,6.1NRT,298.82,5.15,D
-5.48095,20.75687,317.7,1.01,1,2026-08-13,1414,Aqua,MODIS,69,6.1NRT,299.15,9.66,D
-5.47729,21.04967,315.26,1,1,2026-08-13,1414,Aqua,MODIS,63,6.1NRT,299.45,6.6,D
-5.47601,21.05843,334.26,1,1,2026-08-13,1414,Aqua,MODIS,86,6.1NRT,299.97,27.85,D
-5.47423,19.01577,320.59,1.15,1.07,2026-08-13,1414,Aqua,MODIS,65,6.1NRT,287.87,18.8,D
-5.47275,19.02631,336.61,1.15,1.07,2026-08-13,1414,Aqua,MODIS,88,6.1NRT,291.09,43.2,D
-5.46995,19.04605,309.76,1.15,1.07,2026-08-13,1414,Aqua,MODIS,31,6.1NRT,287.87,7.83,D
-5.46791,19.01949,328.73,1.15,1.07,2026-08-13,1414,Aqua,MODIS,78,6.1NRT,291.34,31.53,D
-5.46636,19.03001,315.4,1.15,1.07,2026-08-13,1414,Aqua,MODIS,39,6.1NRT,289.86,14.71,D
-5.46021,20.59147,323.81,1.01,1.01,2026-08-13,1414,Aqua,MODIS,77,6.1NRT,299.72,14.49,D
-5.45713,21.43057,326.09,1,1,2026-08-13,1414,Aqua,MODIS,80,6.1NRT,297.04,18.09,D
-5.45528,21.26072,313.98,1,1,2026-08-13,1414,Aqua,MODIS,62,6.1NRT,298.32,6.68,D
-5.45163,19.17549,309.08,1.13,1.06,2026-08-13,1414,Aqua,MODIS,31,6.1NRT,291.32,6.73,D
-5.45023,19.18536,310.03,1.13,1.06,2026-08-13,1414,Aqua,MODIS,47,6.1NRT,291.81,7.08,D
-5.44414,20.06968,335.29,1.04,1.02,2026-08-13,1414,Aqua,MODIS,82,6.1NRT,299.21,28.8,D
-5.43847,21.04637,319.52,1,1,2026-08-13,1414,Aqua,MODIS,72,6.1NRT,298.33,11.35,D
-5.43521,20.06842,314.51,1.04,1.02,2026-08-13,1414,Aqua,MODIS,16,6.1NRT,297.31,4.47,D
-5.4338,20.95623,313.89,1,1,2026-08-13,1414,Aqua,MODIS,48,6.1NRT,298.48,5.42,D
-5.42758,20.0581,325.62,1.04,1.02,2026-08-13,1414,Aqua,MODIS,78,6.1NRT,298.75,16.56,D
-5.42376,20.96367,318.01,1,1,2026-08-13,1414,Aqua,MODIS,66,6.1NRT,299.05,8.89,D
-5.4233,21.08878,342.88,1,1,2026-08-13,1414,Aqua,MODIS,92,6.1NRT,299.44,42.69,D
-5.42202,21.09753,335.74,1,1,2026-08-13,1414,Aqua,MODIS,87,6.1NRT,299.07,30.9,D
-5.41866,20.05673,346.49,1.04,1.02,2026-08-13,1414,Aqua,MODIS,94,6.1NRT,299.25,50.32,D
-5.41495,14.94536,310.16,2.25,1.45,2026-08-13,1414,Aqua,MODIS,55,6.1NRT,292.01,21.23,D
-5.4105,20.80936,315.18,1.01,1,2026-08-13,1414,Aqua,MODIS,50,6.1NRT,299.09,7.1,D
-5.40946,18.30703,316.62,1.26,1.12,2026-08-13,1414,Aqua,MODIS,63,6.1NRT,298.34,10.84,D
-5.40867,20.62332,315.13,1.01,1.01,2026-08-13,1414,Aqua,MODIS,64,6.1NRT,302.13,6.34,D
-5.40794,20.82693,314.54,1.01,1,2026-08-13,1414,Aqua,MODIS,24,6.1NRT,298.99,6.56,D
-5.40666,20.8357,314.75,1.01,1,2026-08-13,1414,Aqua,MODIS,50,6.1NRT,299.09,7.07,D
-5.40304,18.56007,312.72,1.22,1.1,2026-08-13,1414,Aqua,MODIS,57,6.1NRT,297.53,6.56,D
-5.40086,22.87158,322.49,1.07,1.03,2026-08-13,1414,Aqua,MODIS,78,6.1NRT,297.42,16.5,D
-5.39916,20.82563,314.89,1.01,1,2026-08-13,1414,Aqua,MODIS,19,6.1NRT,299.05,6.96,D
-5.39788,20.83441,312.21,1.01,1,2026-08-13,1414,Aqua,MODIS,26,6.1NRT,298.55,5.22,D
-5.3972,22.95761,310.37,1.08,1.04,2026-08-13,1414,Aqua,MODIS,58,6.1NRT,296.52,5.11,D
-5.39605,23.15225,313.51,1.1,1.05,2026-08-13,1414,Aqua,MODIS,65,6.1NRT,297.3,7.77,D
-5.39599,18.47188,316.96,1.23,1.1,2026-08-13,1414,Aqua,MODIS,11,6.1NRT,298.12,9.17,D
-5.39506,18.33852,323.61,1.26,1.11,2026-08-13,1414,Aqua,MODIS,77,6.1NRT,298.54,19.61,D
-5.39471,21.03986,323.86,1,1,2026-08-13,1414,Aqua,MODIS,77,6.1NRT,298.6,15.2,D
-5.39343,21.04859,313.83,1,1,2026-08-13,1414,Aqua,MODIS,55,6.1NRT,297.95,6.03,D
-5.38963,19.86778,317.35,1.06,1.03,2026-08-13,1414,Aqua,MODIS,70,6.1NRT,298.62,9.31,D
-5.3889,21.26214,314.35,1,1,2026-08-13,1414,Aqua,MODIS,63,6.1NRT,298.16,7.06,D
-5.38842,21.38696,321.73,1,1,2026-08-13,1414,Aqua,MODIS,76,6.1NRT,298.4,13.5,D
-5.3883,21.08356,311.35,1,1,2026-08-13,1414,Aqua,MODIS,51,6.1NRT,297.61,5.28,D
-5.38661,22.03078,310.22,1.02,1.01,2026-08-13,1414,Aqua,MODIS,48,6.1NRT,291.47,5.04,D
-5.38531,22.03962,310.6,1.02,1.01,2026-08-13,1414,Aqua,MODIS,40,6.1NRT,292.93,5.37,D
-5.3828,15.07945,313.36,2.19,1.44,2026-08-13,1414,Aqua,MODIS,64,6.1NRT,292.42,25.79,D
-5.37956,15.02796,313.86,2.22,1.44,2026-08-13,1414,Aqua,MODIS,66,6.1NRT,292.91,27.63,D
-5.37831,15.02092,312.19,2.22,1.44,2026-08-13,1414,Aqua,MODIS,61,6.1NRT,293.02,24.65,D
-5.37823,20.07215,314.76,1.04,1.02,2026-08-13,1414,Aqua,MODIS,57,6.1NRT,299.06,5.01,D
-5.37822,18.45813,314.94,1.24,1.1,2026-08-13,1414,Aqua,MODIS,22,6.1NRT,297.52,8.37,D
-5.37661,21.52805,311.52,1,1,2026-08-13,1414,Aqua,MODIS,57,6.1NRT,297.26,5.32,D
-5.37585,20.66347,316.37,1.01,1.01,2026-08-13,1414,Aqua,MODIS,40,6.1NRT,301.29,6.61,D
-5.37456,20.6723,325.73,1.01,1.01,2026-08-13,1414,Aqua,MODIS,79,6.1NRT,301.5,16.05,D
-5.37194,15.08471,310.6,2.19,1.44,2026-08-13,1414,Aqua,MODIS,57,6.1NRT,292.38,18.88,D
-5.37094,19.9968,313.03,1.05,1.02,2026-08-13,1414,Aqua,MODIS,62,6.1NRT,299.57,5.18,D
-5.37091,22.88623,311.66,1.07,1.03,2026-08-13,1414,Aqua,MODIS,62,6.1NRT,297.45,6.14,D
-5.3709,20.6358,325.06,1.01,1.01,2026-08-13,1414,Aqua,MODIS,79,6.1NRT,298.25,16.4,D
-5.36962,20.64464,376.92,1.01,1.01,2026-08-13,1414,Aqua,MODIS,100,6.1NRT,301.56,135.92,D
-5.36842,22.77454,310.94,1.07,1.03,2026-08-13,1414,Aqua,MODIS,60,6.1NRT,297.99,6.1,D
-5.36717,20.96738,314.04,1,1,2026-08-13,1414,Aqua,MODIS,38,6.1NRT,298.24,5.7,D
-5.366,18.31791,312.24,1.26,1.11,2026-08-13,1414,Aqua,MODIS,48,6.1NRT,298.09,6.4,D
-5.36555,18.4782,328.28,1.23,1.1,2026-08-13,1414,Aqua,MODIS,82,6.1NRT,297.82,25.93,D
-5.36433,20.04233,326.21,1.04,1.02,2026-08-13,1414,Aqua,MODIS,81,6.1NRT,299.26,16.78,D
-5.364,19.85462,332.33,1.06,1.03,2026-08-13,1414,Aqua,MODIS,85,6.1NRT,299.73,27.2,D
-5.36311,18.56526,322.68,1.22,1.1,2026-08-13,1414,Aqua,MODIS,76,6.1NRT,297.93,16.49,D
-5.36211,20.63452,317.66,1.01,1.01,2026-08-13,1414,Aqua,MODIS,69,6.1NRT,298.5,9.33,D
-5.3619,23.06855,310.78,1.09,1.04,2026-08-13,1414,Aqua,MODIS,59,6.1NRT,297.18,4.7,D
-5.36082,20.64335,344.91,1.01,1.01,2026-08-13,1414,Aqua,MODIS,93,6.1NRT,300.69,45.67,D
-5.3556,21.04613,313.22,1,1,2026-08-13,1414,Aqua,MODIS,36,6.1NRT,298.27,6.41,D
-5.35501,19.85332,319.04,1.06,1.03,2026-08-13,1414,Aqua,MODIS,73,6.1NRT,298.84,10.93,D
-5.35184,18.4157,313.45,1.24,1.11,2026-08-13,1414,Aqua,MODIS,60,6.1NRT,298.49,7.1,D
-5.3484,18.371,313.08,1.25,1.11,2026-08-13,1414,Aqua,MODIS,59,6.1NRT,298.47,6.63,D
-5.3478,20.03053,319.82,1.05,1.02,2026-08-13,1414,Aqua,MODIS,74,6.1NRT,298.33,10.64,D
-5.34756,18.60624,315.8,1.21,1.09,2026-08-13,1414,Aqua,MODIS,32,6.1NRT,296.94,7.13,D
-5.34682,18.38195,317.8,1.25,1.11,2026-08-13,1414,Aqua,MODIS,70,6.1NRT,298.12,12.38,D
-5.34606,18.6169,318.86,1.21,1.09,2026-08-13,1414,Aqua,MODIS,59,6.1NRT,297.31,10.56,D
-5.34308,18.61088,323.41,1.21,1.09,2026-08-13,1414,Aqua,MODIS,77,6.1NRT,297.3,16.16,D
-5.34072,21.91531,316.37,1.01,1.01,2026-08-13,1414,Aqua,MODIS,69,6.1NRT,297.97,9.25,D
-5.33319,18.54442,314.58,1.22,1.1,2026-08-13,1414,Aqua,MODIS,32,6.1NRT,298.39,6.73,D
-5.33165,18.55504,327.97,1.22,1.1,2026-08-13,1414,Aqua,MODIS,81,6.1NRT,298.61,24.32,D
-5.32739,18.65153,318.09,1.2,1.09,2026-08-13,1414,Aqua,MODIS,68,6.1NRT,297.6,10.44,D
-5.32693,16.50919,315.42,1.68,1.28,2026-08-13,1414,Aqua,MODIS,67,6.1NRT,295.47,18.86,D
-5.32589,18.66189,324.18,1.2,1.09,2026-08-13,1414,Aqua,MODIS,78,6.1NRT,297.62,18.45,D
-5.32093,16.38923,312.1,1.72,1.29,2026-08-13,1414,Aqua,MODIS,44,6.1NRT,295.08,10.98,D
-5.319,18.57482,318.4,1.21,1.1,2026-08-13,1414,Aqua,MODIS,60,6.1NRT,298.24,10.72,D
-5.31858,18.50968,320.84,1.22,1.1,2026-08-13,1414,Aqua,MODIS,58,6.1NRT,297.76,13.98,D
-5.31748,18.58536,316.09,1.21,1.09,2026-08-13,1414,Aqua,MODIS,45,6.1NRT,297.86,7.93,D
-5.31087,19.84116,314.31,1.06,1.03,2026-08-13,1414,Aqua,MODIS,64,6.1NRT,298.12,6.54,D
-5.30437,18.54032,313.38,1.22,1.1,2026-08-13,1414,Aqua,MODIS,26,6.1NRT,298.38,6.38,D
-5.29938,21.36796,313.89,1,1,2026-08-13,1414,Aqua,MODIS,64,6.1NRT,297.62,6.69,D
-5.29925,21.06455,317.84,1,1,2026-08-13,1414,Aqua,MODIS,43,6.1NRT,298.87,8.97,D
-5.29883,18.44115,322.43,1.24,1.1,2026-08-13,1414,Aqua,MODIS,76,6.1NRT,297.31,19.94,D
-5.29729,18.45199,314.89,1.23,1.1,2026-08-13,1414,Aqua,MODIS,55,6.1NRT,297.37,9.81,D
-5.29628,21.82988,311.63,1.01,1,2026-08-13,1414,Aqua,MODIS,58,6.1NRT,297.42,4.96,D
-5.29501,15.06652,312.33,2.19,1.44,2026-08-13,1414,Aqua,MODIS,62,6.1NRT,293.07,19.68,D
-5.29498,21.83868,310.36,1.01,1,2026-08-13,1414,Aqua,MODIS,53,6.1NRT,297.52,4.1,D
-5.29409,15.06152,309.89,2.19,1.44,2026-08-13,1414,Aqua,MODIS,42,6.1NRT,293.09,13.52,D
-5.2842,18.61306,321.23,1.21,1.09,2026-08-13,1414,Aqua,MODIS,74,6.1NRT,297.65,15.12,D
-5.27593,19.89255,312.94,1.05,1.03,2026-08-13,1414,Aqua,MODIS,48,6.1NRT,296.73,6.17,D
-5.26711,18.49576,322.99,1.22,1.1,2026-08-13,1414,Aqua,MODIS,68,6.1NRT,298.34,17.66,D
-5.26555,18.5064,316.32,1.22,1.1,2026-08-13,1414,Aqua,MODIS,44,6.1NRT,297.13,9.38,D
-5.23761,15.39746,309.11,2.06,1.4,2026-08-13,1414,Aqua,MODIS,48,6.1NRT,291.08,12.8,D
-5.23523,15.4151,323.39,2.05,1.39,2026-08-13,1414,Aqua,MODIS,78,6.1NRT,292.4,48.17,D
-5.2348,19.85179,315.84,1.06,1.03,2026-08-13,1414,Aqua,MODIS,67,6.1NRT,296.26,8.08,D
-5.23415,21.05737,315.23,1,1,2026-08-13,1414,Aqua,MODIS,63,6.1NRT,299.16,7.88,D
-5.23345,19.86102,327.4,1.06,1.03,2026-08-13,1414,Aqua,MODIS,81,6.1NRT,297.82,21.15,D
-5.23211,19.87023,313.27,1.06,1.03,2026-08-13,1414,Aqua,MODIS,41,6.1NRT,297.6,6.03,D
-5.23162,15.41002,327.51,2.05,1.39,2026-08-13,1414,Aqua,MODIS,82,6.1NRT,291.83,61.75,D
-5.23138,18.67354,324.25,1.2,1.09,2026-08-13,1414,Aqua,MODIS,78,6.1NRT,297.54,18.45,D
-5.2254,19.91617,319.81,1.05,1.02,2026-08-13,1414,Aqua,MODIS,73,6.1NRT,298.19,11.97,D
-5.22406,19.92535,325.49,1.05,1.02,2026-08-13,1414,Aqua,MODIS,80,6.1NRT,299.02,18.62,D
-5.21689,18.63941,323.53,1.2,1.09,2026-08-13,1414,Aqua,MODIS,60,6.1NRT,296.84,15.86,D
-5.21245,22.01948,309.6,1.02,1.01,2026-08-13,1414,Aqua,MODIS,50,6.1NRT,297.6,4.17,D
-5.21107,21.21453,311.62,1,1,2026-08-13,1414,Aqua,MODIS,55,6.1NRT,298.77,5.48,D
-5.21082,18.68136,319.45,1.19,1.09,2026-08-13,1414,Aqua,MODIS,59,6.1NRT,297.66,11.74,D
-5.20626,15.04884,309.23,2.19,1.44,2026-08-13,1414,Aqua,MODIS,49,6.1NRT,292.84,13.8,D
-5.20459,15.0416,310.33,2.19,1.44,2026-08-13,1414,Aqua,MODIS,54,6.1NRT,292.85,16.8,D
-5.2042,17.87852,312.26,1.34,1.15,2026-08-13,1414,Aqua,MODIS,57,6.1NRT,297.04,7.41,D
-5.20074,21.6124,310.87,1,1,2026-08-13,1414,Aqua,MODIS,56,6.1NRT,298.38,4.25,D
-5.19577,18.58282,324.93,1.21,1.09,2026-08-13,1414,Aqua,MODIS,78,6.1NRT,298.26,19.89,D
-5.191,21.79939,320.96,1.01,1,2026-08-13,1414,Aqua,MODIS,75,6.1NRT,298.01,12.69,D
-5.18702,15.63691,313.56,1.96,1.37,2026-08-13,1414,Aqua,MODIS,63,6.1NRT,294.14,19.32,D
-5.18614,23.44855,311.71,1.14,1.07,2026-08-13,1414,Aqua,MODIS,59,6.1NRT,297.33,6.43,D
-5.1846,15.65397,309.5,1.96,1.37,2026-08-13,1414,Aqua,MODIS,49,6.1NRT,294.07,10.36,D
-5.18172,18.61301,335.65,1.2,1.09,2026-08-13,1414,Aqua,MODIS,87,6.1NRT,298.07,37.3,D
-5.18053,17.5389,321.06,1.41,1.17,2026-08-13,1414,Aqua,MODIS,74,6.1NRT,296.43,21.03,D
-5.17933,18.69804,316.81,1.19,1.09,2026-08-13,1414,Aqua,MODIS,45,6.1NRT,296.26,8.76,D
-5.17877,17.55122,313.03,1.4,1.17,2026-08-13,1414,Aqua,MODIS,58,6.1NRT,292.76,9.34,D
-5.17217,18.61169,327.87,1.2,1.09,2026-08-13,1414,Aqua,MODIS,81,6.1NRT,298.65,24.28,D
-5.17069,18.62213,319.77,1.2,1.09,2026-08-13,1414,Aqua,MODIS,72,6.1NRT,298.43,12.79,D
-5.169,19.92673,313.69,1.05,1.02,2026-08-13,1414,Aqua,MODIS,62,6.1NRT,298.52,6.25,D
-5.16869,18.54115,318.4,1.21,1.1,2026-08-13,1414,Aqua,MODIS,32,6.1NRT,298.73,11.44,D
-5.16869,19.99218,336.69,1.05,1.02,2026-08-13,1414,Aqua,MODIS,88,6.1NRT,298.44,34.49,D
-5.16739,20.00117,334.62,1.04,1.02,2026-08-13,1414,Aqua,MODIS,87,6.1NRT,297.98,31.08,D
-5.16715,18.55167,324.1,1.21,1.09,2026-08-13,1414,Aqua,MODIS,72,6.1NRT,298.41,18.73,D
-5.16138,19.91614,311.5,1.05,1.02,2026-08-13,1414,Aqua,MODIS,38,6.1NRT,298.5,4.78,D
-5.15975,19.67372,310.66,1.07,1.03,2026-08-13,1414,Aqua,MODIS,50,6.1NRT,297.92,4.6,D
-5.15838,19.68315,319.06,1.07,1.03,2026-08-13,1414,Aqua,MODIS,72,6.1NRT,298.39,12.37,D
-5.15769,17.91236,314.35,1.33,1.14,2026-08-13,1414,Aqua,MODIS,62,6.1NRT,296.39,9.93,D
-5.1494,18.70409,323.05,1.19,1.08,2026-08-13,1414,Aqua,MODIS,72,6.1NRT,297.51,15.97,D
-5.14801,17.54668,314.8,1.4,1.17,2026-08-13,1414,Aqua,MODIS,63,6.1NRT,294.94,11.95,D
-5.14619,17.70677,311.9,1.37,1.16,2026-08-13,1414,Aqua,MODIS,50,6.1NRT,295.89,7.25,D
-5.14449,17.71868,313.65,1.37,1.16,2026-08-13,1414,Aqua,MODIS,60,6.1NRT,296.05,9.65,D
-5.13927,18.67586,315.26,1.19,1.09,2026-08-13,1414,Aqua,MODIS,64,6.1NRT,297.81,8.06,D
-5.13774,18.68628,317.95,1.19,1.09,2026-08-13,1414,Aqua,MODIS,69,6.1NRT,297.71,11.07,D
-5.13531,22.05329,313.58,1.02,1.01,2026-08-13,1414,Aqua,MODIS,52,6.1NRT,297.34,6.11,D
-5.13133,22.08001,321.18,1.02,1.01,2026-08-13,1414,Aqua,MODIS,76,6.1NRT,297.09,13.12,D
-5.13097,19.93414,317.89,1.05,1.02,2026-08-13,1414,Aqua,MODIS,70,6.1NRT,298.52,10.4,D
-5.12828,19.95256,315.71,1.05,1.02,2026-08-13,1414,Aqua,MODIS,67,6.1NRT,298.58,8.08,D
-5.12612,17.98993,313.44,1.31,1.14,2026-08-13,1414,Aqua,MODIS,59,6.1NRT,297.28,8.5,D
-5.12356,19.66875,312.49,1.07,1.03,2026-08-13,1414,Aqua,MODIS,58,6.1NRT,297.67,6.34,D
-5.12343,22.86827,311.19,1.08,1.04,2026-08-13,1414,Aqua,MODIS,59,6.1NRT,298.29,5.53,D
-5.11977,18.60915,319.35,1.2,1.09,2026-08-13,1414,Aqua,MODIS,71,6.1NRT,298.39,12.46,D
