latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-5.11827,18.6196,318,1.2,1.09,2026-08-13,1414,Aqua,MODIS,64,6.1NRT,298.23,11.09,D
-5.11745,21.48606,312.13,1,1,2026-08-13,1414,Aqua,MODIS,61,6.1NRT,296.97,5.48,D
-5.11324,18.58682,379.68,1.21,1.09,2026-08-13,1414,Aqua,MODIS,100,6.1NRT,300.63,189.29,D
-5.11174,18.59726,336.22,1.2,1.09,2026-08-13,1414,Aqua,MODIS,87,6.1NRT,298.17,37.63,D
-5.11035,21.89795,310.07,1.01,1.01,2026-08-13,1414,Aqua,MODIS,52,6.1NRT,297.27,4.37,D
-5.10883,19.77099,315.04,1.06,1.03,2026-08-13,1414,Aqua,MODIS,65,6.1NRT,299.05,7.73,D
-5.10751,19.78017,352.79,1.06,1.03,2026-08-13,1414,Aqua,MODIS,97,6.1NRT,299.88,67.81,D
-5.10624,18.70308,312.81,1.19,1.08,2026-08-13,1414,Aqua,MODIS,57,6.1NRT,297.53,5.63,D
-5.10609,17.70778,334.16,1.37,1.16,2026-08-13,1414,Aqua,MODIS,86,6.1NRT,296.13,44.63,D
-5.10564,17.70093,341.34,1.37,1.16,2026-08-13,1414,Aqua,MODIS,91,6.1NRT,295.59,60.65,D
-5.10447,19.86473,322.33,1.05,1.03,2026-08-13,1414,Aqua,MODIS,76,6.1NRT,298.22,14.55,D
-5.10219,18.59594,318.14,1.2,1.09,2026-08-13,1414,Aqua,MODIS,26,6.1NRT,298.21,9.84,D
-5.10162,18.53139,322.66,1.21,1.1,2026-08-13,1414,Aqua,MODIS,76,6.1NRT,298.02,17.68,D
-5.09918,22.72506,311.92,1.07,1.03,2026-08-13,1414,Aqua,MODIS,61,6.1NRT,295.87,8.07,D
-5.09731,21.12048,326,1,1,2026-08-13,1414,Aqua,MODIS,70,6.1NRT,301.13,15.59,D
-5.09518,21.01314,324.65,1,1,2026-08-13,1414,Aqua,MODIS,79,6.1NRT,299.66,14.95,D
-5.09473,18.6482,316.04,1.2,1.09,2026-08-13,1414,Aqua,MODIS,37,6.1NRT,299.71,8.17,D
-5.09338,22.8831,310.97,1.08,1.04,2026-08-13,1414,Aqua,MODIS,58,6.1NRT,298.32,5.06,D
-5.09205,18.52988,313.79,1.21,1.1,2026-08-13,1414,Aqua,MODIS,30,6.1NRT,297.16,6.35,D
-5.08949,17.60759,313.17,1.39,1.17,2026-08-13,1414,Aqua,MODIS,58,6.1NRT,295.54,8.88,D
-5.08864,19.71392,325.66,1.07,1.03,2026-08-13,1414,Aqua,MODIS,79,6.1NRT,298.88,19.16,D
-5.08767,17.62022,316.66,1.39,1.17,2026-08-13,1414,Aqua,MODIS,67,6.1NRT,298.12,13.33,D
-5.08157,18.01837,311.72,1.3,1.13,2026-08-13,1414,Aqua,MODIS,53,6.1NRT,296.12,7.23,D
-5.07995,18.02983,325.14,1.3,1.13,2026-08-13,1414,Aqua,MODIS,79,6.1NRT,296.47,25.57,D
-5.07649,17.98263,319.64,1.31,1.14,2026-08-13,1414,Aqua,MODIS,72,6.1NRT,296.39,16.33,D
-5.07597,21.14406,313.68,1,1,2026-08-13,1414,Aqua,MODIS,0,6.1NRT,299.23,5.34,D
-5.0754,20.06545,320.34,1.04,1.02,2026-08-13,1414,Aqua,MODIS,74,6.1NRT,298.95,12.63,D
-5.07305,20.01885,311.36,1.04,1.02,2026-08-13,1414,Aqua,MODIS,39,6.1NRT,297.86,3.9,D
-5.07212,17.79966,311.99,1.35,1.15,2026-08-13,1414,Aqua,MODIS,41,6.1NRT,293.78,8.25,D
-5.07062,18.61259,315.17,1.2,1.09,2026-08-13,1414,Aqua,MODIS,54,6.1NRT,298.6,7.14,D
-5.06806,19.9903,342.02,1.04,1.02,2026-08-13,1414,Aqua,MODIS,91,6.1NRT,299.39,42.63,D
-5.06744,18.90585,316.65,1.16,1.07,2026-08-13,1414,Aqua,MODIS,45,6.1NRT,297.47,8.2,D
-5.06677,21.57116,311.11,1,1,2026-08-13,1414,Aqua,MODIS,59,6.1NRT,297.34,4.43,D
-5.06373,18.99781,338.09,1.14,1.07,2026-08-13,1414,Aqua,MODIS,77,6.1NRT,295.94,37.57,D
-5.05913,19.98905,321.82,1.04,1.02,2026-08-13,1414,Aqua,MODIS,76,6.1NRT,298.91,13.71,D
-5.05889,19.72856,312.54,1.06,1.03,2026-08-13,1414,Aqua,MODIS,57,6.1NRT,299.15,5.23,D
-5.05716,22.13531,313.68,1.02,1.01,2026-08-13,1414,Aqua,MODIS,64,6.1NRT,297.63,6.22,D
-5.05518,18.92468,315.03,1.15,1.07,2026-08-13,1414,Aqua,MODIS,23,6.1NRT,296.85,6.67,D
-5.05195,18.00872,315.17,1.3,1.13,2026-08-13,1414,Aqua,MODIS,64,6.1NRT,296.97,11.15,D
-5.04942,18.96488,321.12,1.15,1.07,2026-08-13,1414,Aqua,MODIS,51,6.1NRT,296.31,12.7,D
-5.04738,18.60274,316.55,1.2,1.09,2026-08-13,1414,Aqua,MODIS,66,6.1NRT,299.3,8.76,D
-5.04679,19.99918,312.45,1.04,1.02,2026-08-13,1414,Aqua,MODIS,22,6.1NRT,298.8,4.72,D
-5.04449,19.76437,314.15,1.06,1.03,2026-08-13,1414,Aqua,MODIS,62,6.1NRT,299.24,6.95,D
-5.04213,22.11482,311.33,1.02,1.01,2026-08-13,1414,Aqua,MODIS,43,6.1NRT,297.16,4.6,D
-5.04089,19.28538,332.62,1.11,1.05,2026-08-13,1414,Aqua,MODIS,85,6.1NRT,296.82,31.7,D
-5.03949,19.29502,319.9,1.11,1.05,2026-08-13,1414,Aqua,MODIS,72,6.1NRT,297.19,13.86,D
-5.03831,18.66514,318.06,1.19,1.09,2026-08-13,1414,Aqua,MODIS,65,6.1NRT,298.27,10.65,D
-5.03734,17.54387,313.74,1.4,1.17,2026-08-13,1414,Aqua,MODIS,60,6.1NRT,297.29,9.41,D
-5.03729,22.08668,309.78,1.02,1.01,2026-08-13,1414,Aqua,MODIS,51,6.1NRT,296.97,4.13,D
-5.03723,19.68741,321.25,1.07,1.03,2026-08-13,1414,Aqua,MODIS,60,6.1NRT,298.84,12.3,D
-5.03578,18.99365,317.75,1.14,1.07,2026-08-13,1414,Aqua,MODIS,45,6.1NRT,296.49,9.32,D
-5.03509,19.82903,315.18,1.06,1.03,2026-08-13,1414,Aqua,MODIS,65,6.1NRT,298.59,7.77,D
-5.03504,17.55025,312.04,1.4,1.17,2026-08-13,1414,Aqua,MODIS,54,6.1NRT,297.05,7.42,D
-5.03375,19.83824,328.8,1.05,1.03,2026-08-13,1414,Aqua,MODIS,82,6.1NRT,298.4,22.69,D
-5.03358,19.64881,330.85,1.07,1.03,2026-08-13,1414,Aqua,MODIS,84,6.1NRT,298.89,26.58,D
-5.03224,19.65813,333.14,1.07,1.03,2026-08-13,1414,Aqua,MODIS,86,6.1NRT,299.2,29.74,D
-5.03089,15.6583,308.95,1.95,1.36,2026-08-13,1414,Aqua,MODIS,18,6.1NRT,292.87,9.44,D
-5.02763,20.0056,313.83,1.04,1.02,2026-08-13,1414,Aqua,MODIS,36,6.1NRT,298.7,5.25,D
-5.02631,20.01463,312.34,1.04,1.02,2026-08-13,1414,Aqua,MODIS,38,6.1NRT,298.39,4.32,D
-5.02537,15.65177,313.4,1.95,1.36,2026-08-13,1414,Aqua,MODIS,63,6.1NRT,293.61,18.6,D
-5.02092,21.12934,312.38,1,1,2026-08-13,1414,Aqua,MODIS,39,6.1NRT,298.99,5.1,D
-5.01999,18.97077,346.25,1.15,1.07,2026-08-13,1414,Aqua,MODIS,93,6.1NRT,297.21,54.82,D
-5.01862,16.08844,314.63,1.8,1.31,2026-08-13,1414,Aqua,MODIS,65,6.1NRT,297,11.75,D
-5.01857,18.9808,334.39,1.15,1.07,2026-08-13,1414,Aqua,MODIS,74,6.1NRT,296.84,30.05,D
-5.01736,18.10827,310.58,1.28,1.12,2026-08-13,1414,Aqua,MODIS,26,6.1NRT,294.87,7.17,D
-5.01582,19.83556,325.83,1.05,1.03,2026-08-13,1414,Aqua,MODIS,79,6.1NRT,298.85,19.26,D
-5.01547,18.95331,324.62,1.15,1.07,2026-08-13,1414,Aqua,MODIS,50,6.1NRT,296.15,17.6,D
-5.01349,19.78819,322.61,1.06,1.03,2026-08-13,1414,Aqua,MODIS,76,6.1NRT,299.92,15.48,D
-5.01347,18.90173,316.78,1.16,1.07,2026-08-13,1414,Aqua,MODIS,30,6.1NRT,296.74,7.67,D
-5.01243,19.98484,313.95,1.04,1.02,2026-08-13,1414,Aqua,MODIS,46,6.1NRT,299.41,6.28,D
-5.01129,18.65079,319.61,1.19,1.09,2026-08-13,1414,Aqua,MODIS,71,6.1NRT,299.22,12.19,D
-5.01117,19.74058,316.08,1.06,1.03,2026-08-13,1414,Aqua,MODIS,66,6.1NRT,299,7.68,D
-5.01111,21.07438,316.65,1,1,2026-08-13,1414,Aqua,MODIS,70,6.1NRT,297.88,9.1,D
-5.01106,18.98336,314.84,1.14,1.07,2026-08-13,1414,Aqua,MODIS,45,6.1NRT,296.84,7.47,D
-5.00924,18.59726,326.68,1.2,1.09,2026-08-13,1414,Aqua,MODIS,80,6.1NRT,298.88,22.79,D
-5.00883,19.6928,320.45,1.07,1.03,2026-08-13,1414,Aqua,MODIS,73,6.1NRT,299.02,12.09,D
-5.00749,19.70215,353.7,1.07,1.03,2026-08-13,1414,Aqua,MODIS,97,6.1NRT,299.94,69.61,D
-5.00648,19.90007,331.84,1.05,1.02,2026-08-13,1414,Aqua,MODIS,85,6.1NRT,298.26,25.78,D
-5.00517,19.90917,321.14,1.05,1.02,2026-08-13,1414,Aqua,MODIS,74,6.1NRT,297.93,12.87,D
-5.00409,18.90043,329.89,1.16,1.07,2026-08-13,1414,Aqua,MODIS,83,6.1NRT,298.03,25.09,D
-5.00385,19.91826,323.07,1.05,1.02,2026-08-13,1414,Aqua,MODIS,77,6.1NRT,298.17,15.83,D
-5.00263,18.91048,322.74,1.15,1.07,2026-08-13,1414,Aqua,MODIS,75,6.1NRT,295.65,15.28,D
-5.00253,19.92736,315.04,1.05,1.02,2026-08-13,1414,Aqua,MODIS,55,6.1NRT,297.83,7.42,D
-5.00237,21.07308,311.56,1,1,2026-08-13,1414,Aqua,MODIS,42,6.1NRT,298.63,4.67,D
-5.00187,20.05735,319.3,1.04,1.02,2026-08-13,1414,Aqua,MODIS,73,6.1NRT,298.2,12.2,D
-5.0018,18.64934,330.7,1.19,1.09,2026-08-13,1414,Aqua,MODIS,83,6.1NRT,299.46,27.46,D
-5.00105,19.17057,319.81,1.12,1.06,2026-08-13,1414,Aqua,MODIS,72,6.1NRT,296.65,13.82,D
-5.00055,20.06642,313.11,1.04,1.02,2026-08-13,1414,Aqua,MODIS,61,6.1NRT,297.64,6.85,D
-4.99984,21.9028,310.97,1.01,1.01,2026-08-13,1414,Aqua,MODIS,45,6.1NRT,297.16,5.21,D
-4.99808,22.77947,314.24,1.07,1.03,2026-08-13,1414,Aqua,MODIS,66,6.1NRT,298.12,7.53,D
-4.99736,19.01196,312.9,1.14,1.06,2026-08-13,1414,Aqua,MODIS,34,6.1NRT,296.51,5.48,D
-4.99669,22.78887,314.09,1.07,1.03,2026-08-13,1414,Aqua,MODIS,65,6.1NRT,298.05,7.45,D
-4.99464,18.56298,315.3,1.21,1.09,2026-08-13,1414,Aqua,MODIS,64,6.1NRT,298.21,8.88,D
-4.99059,17.79328,321.7,1.34,1.15,2026-08-13,1414,Aqua,MODIS,74,6.1NRT,296.9,20.72,D
-4.98972,21.91039,313.97,1.01,1.01,2026-08-13,1414,Aqua,MODIS,64,6.1NRT,297.13,7.23,D
-4.98889,18.93931,328.25,1.15,1.07,2026-08-13,1414,Aqua,MODIS,80,6.1NRT,296.3,22.05,D
-4.98829,18.87748,315.56,1.16,1.07,2026-08-13,1414,Aqua,MODIS,43,6.1NRT,298.14,6.79,D
-4.98721,21.11541,313.33,1,1,2026-08-13,1414,Aqua,MODIS,41,6.1NRT,298.45,5.62,D
-4.98504,19.73137,315.47,1.06,1.03,2026-08-13,1414,Aqua,MODIS,57,6.1NRT,299.66,6.87,D
-4.97856,19.14061,322.55,1.12,1.06,2026-08-13,1414,Aqua,MODIS,75,6.1NRT,297.42,16.66,D
-4.96706,19.72861,316.43,1.06,1.03,2026-08-13,1414,Aqua,MODIS,35,6.1NRT,299.35,6.99,D
-4.96558,21.12439,314.93,1,1,2026-08-13,1414,Aqua,MODIS,67,6.1NRT,298.19,7.28,D
-4.96509,22.19812,311.73,1.03,1.01,2026-08-13,1414,Aqua,MODIS,57,6.1NRT,296.99,4.97,D
-4.96376,22.20712,316.4,1.03,1.01,2026-08-13,1414,Aqua,MODIS,69,6.1NRT,297.18,8.61,D
-4.95512,18.97536,322.54,1.14,1.07,2026-08-13,1414,Aqua,MODIS,66,6.1NRT,297.27,14.53,D
-4.95417,18.67929,318.04,1.19,1.08,2026-08-13,1414,Aqua,MODIS,69,6.1NRT,299.55,9.95,D
-4.95385,21.34227,315.43,1,1,2026-08-13,1414,Aqua,MODIS,69,6.1NRT,297.11,8.31,D
-4.9528,19.95168,314.8,1.04,1.02,2026-08-13,1414,Aqua,MODIS,64,6.1NRT,298.88,7.73,D
-4.94928,22.85856,313.1,1.08,1.04,2026-08-13,1414,Aqua,MODIS,63,6.1NRT,298,6.7,D
-4.94919,19.91393,313.07,1.05,1.02,2026-08-13,1414,Aqua,MODIS,59,6.1NRT,299.75,5.26,D
-4.94746,19.98813,318.42,1.04,1.02,2026-08-13,1414,Aqua,MODIS,69,6.1NRT,297.72,10.78,D
-4.9473,19.09565,322.26,1.13,1.06,2026-08-13,1414,Aqua,MODIS,75,6.1NRT,298.21,15.78,D
-4.94699,17.66628,311.75,1.37,1.16,2026-08-13,1414,Aqua,MODIS,51,6.1NRT,297.12,6.48,D
-4.94663,19.16568,311.45,1.12,1.05,2026-08-13,1414,Aqua,MODIS,48,6.1NRT,297.05,5.04,D
-4.94643,20.2517,334.94,1.03,1.01,2026-08-13,1414,Aqua,MODIS,66,6.1NRT,295.24,30.81,D
-4.94456,21.46587,317.21,1,1,2026-08-13,1414,Aqua,MODIS,31,6.1NRT,298.88,8.03,D
-4.94389,17.97487,313.2,1.31,1.13,2026-08-13,1414,Aqua,MODIS,58,6.1NRT,297.01,8.6,D
-4.94341,21.03193,317.78,1,1,2026-08-13,1414,Aqua,MODIS,71,6.1NRT,298.96,8.62,D
-4.94317,18.68838,316.65,1.18,1.08,2026-08-13,1414,Aqua,MODIS,48,6.1NRT,299.39,7.64,D
-4.94271,18.62475,317.24,1.19,1.09,2026-08-13,1414,Aqua,MODIS,67,6.1NRT,299.49,9.69,D
-4.94227,17.98611,315.5,1.3,1.13,2026-08-13,1414,Aqua,MODIS,64,6.1NRT,296.76,11.43,D
-4.94212,21.04066,327.67,1,1,2026-08-13,1414,Aqua,MODIS,82,6.1NRT,301.11,19.22,D
-4.94084,21.04938,318.05,1,1,2026-08-13,1414,Aqua,MODIS,47,6.1NRT,300.87,8.47,D
-4.93949,20.04253,319.66,1.04,1.02,2026-08-13,1414,Aqua,MODIS,73,6.1NRT,298.65,12.15,D
-4.93815,20.05164,326.8,1.04,1.02,2026-08-13,1414,Aqua,MODIS,80,6.1NRT,298.71,20.52,D
-4.93581,21.46457,319.84,1,1,2026-08-13,1414,Aqua,MODIS,75,6.1NRT,299.26,10.88,D
-4.9355,22.09297,312.65,1.02,1.01,2026-08-13,1414,Aqua,MODIS,62,6.1NRT,296.81,6.25,D
-4.93459,21.71518,336.09,1.01,1,2026-08-13,1414,Aqua,MODIS,88,6.1NRT,297.8,32.35,D
-4.93407,19.6385,323.74,1.07,1.03,2026-08-13,1414,Aqua,MODIS,77,6.1NRT,298.4,16.55,D
-4.93372,18.88476,316.97,1.16,1.07,2026-08-13,1414,Aqua,MODIS,65,6.1NRT,297.72,8.86,D
-4.93337,19.77091,311.82,1.06,1.03,2026-08-13,1414,Aqua,MODIS,52,6.1NRT,298.59,4.89,D
-4.93329,21.72399,318.53,1.01,1,2026-08-13,1414,Aqua,MODIS,73,6.1NRT,297.02,11.17,D
-4.93328,21.40496,314.69,1,1,2026-08-13,1414,Aqua,MODIS,42,6.1NRT,298.98,6.89,D
-4.93301,19.06337,321.69,1.13,1.06,2026-08-13,1414,Aqua,MODIS,74,6.1NRT,296.09,15.85,D
-4.93224,18.89485,325.12,1.15,1.07,2026-08-13,1414,Aqua,MODIS,78,6.1NRT,297.56,19.22,D
-4.92652,21.20773,316.74,1,1,2026-08-13,1414,Aqua,MODIS,50,6.1NRT,298.49,7.83,D
-4.92557,21.45739,312.45,1,1,2026-08-13,1414,Aqua,MODIS,63,6.1NRT,298.49,5.39,D
-4.92524,21.21646,324.84,1,1,2026-08-13,1414,Aqua,MODIS,80,6.1NRT,298.24,15.63,D
-4.92475,19.7033,323.25,1.06,1.03,2026-08-13,1414,Aqua,MODIS,77,6.1NRT,299.66,15.16,D
-4.92288,18.89349,340.54,1.15,1.07,2026-08-13,1414,Aqua,MODIS,90,6.1NRT,298.63,45.06,D
-4.92157,22.24677,323.88,1.03,1.02,2026-08-13,1414,Aqua,MODIS,74,6.1NRT,296.15,15.92,D
-4.92141,18.90357,332.04,1.15,1.07,2026-08-13,1414,Aqua,MODIS,84,6.1NRT,297.79,29.22,D
-4.91973,22.93147,314.85,1.09,1.04,2026-08-13,1414,Aqua,MODIS,67,6.1NRT,298.15,8.69,D
-4.91951,21.07296,321.72,1,1,2026-08-13,1414,Aqua,MODIS,0,6.1NRT,298.69,13.08,D
-4.90798,21.15149,318.2,1,1,2026-08-13,1414,Aqua,MODIS,72,6.1NRT,298.35,10.13,D
-4.90751,21.27623,311.82,1,1,2026-08-13,1414,Aqua,MODIS,61,6.1NRT,297.41,4.8,D
-4.90519,20.02831,312.93,1.04,1.02,2026-08-13,1414,Aqua,MODIS,59,6.1NRT,298.24,6.19,D
-4.90468,19.12951,314.52,1.12,1.06,2026-08-13,1414,Aqua,MODIS,11,6.1NRT,296.58,6.64,D
-4.90271,15.43362,308.82,2.02,1.38,2026-08-13,1414,Aqua,MODIS,43,6.1NRT,292.5,12.87,D
-4.90122,22.24634,318.65,1.03,1.02,2026-08-13,1414,Aqua,MODIS,49,6.1NRT,297.14,11.98,D
-4.9005,19.15889,320.47,1.12,1.05,2026-08-13,1414,Aqua,MODIS,73,6.1NRT,296.88,13.5,D
-4.89922,19.94385,312.62,1.04,1.02,2026-08-13,1414,Aqua,MODIS,57,6.1NRT,299.16,5.66,D
-4.89878,18.66069,316.44,1.19,1.08,2026-08-13,1414,Aqua,MODIS,66,6.1NRT,298.71,9.69,D
-4.89875,19.1232,319.86,1.12,1.06,2026-08-13,1414,Aqua,MODIS,72,6.1NRT,297.02,13.57,D
-4.89863,19.74976,321.82,1.06,1.03,2026-08-13,1414,Aqua,MODIS,75,6.1NRT,298.56,14,D
-4.89772,18.86931,326.28,1.16,1.07,2026-08-13,1414,Aqua,MODIS,79,6.1NRT,298.33,21.57,D
-4.89771,19.1785,311.76,1.12,1.05,2026-08-13,1414,Aqua,MODIS,23,6.1NRT,295.24,5.11,D
-4.89733,18.67092,324.59,1.19,1.08,2026-08-13,1414,Aqua,MODIS,78,6.1NRT,299.12,19.76,D
-4.89626,18.87937,332.66,1.16,1.07,2026-08-13,1414,Aqua,MODIS,85,6.1NRT,298.4,31.57,D
-4.89325,19.78644,316.62,1.06,1.03,2026-08-13,1414,Aqua,MODIS,52,6.1NRT,298.81,8.63,D
-4.8915,19.67289,315.11,1.07,1.03,2026-08-13,1414,Aqua,MODIS,63,6.1NRT,298.76,7.44,D
-4.89012,19.68227,312.82,1.07,1.03,2026-08-13,1414,Aqua,MODIS,57,6.1NRT,298.57,5.49,D
-4.89009,17.64038,315.68,1.37,1.16,2026-08-13,1414,Aqua,MODIS,64,6.1NRT,295.53,11.41,D
-4.88923,22.14341,313.16,1.03,1.01,2026-08-13,1414,Aqua,MODIS,27,6.1NRT,296.74,5.96,D
-4.88771,21.53219,316.02,1,1,2026-08-13,1414,Aqua,MODIS,70,6.1NRT,297.52,8.79,D
-4.88657,22.16142,316.22,1.03,1.01,2026-08-13,1414,Aqua,MODIS,65,6.1NRT,297.27,8.49,D
-4.88599,19.08123,345.47,1.13,1.06,2026-08-13,1414,Aqua,MODIS,93,6.1NRT,298.2,55.44,D
-4.88462,18.95989,320.9,1.14,1.07,2026-08-13,1414,Aqua,MODIS,73,6.1NRT,298.14,14.21,D
-4.88456,19.09103,311.25,1.13,1.06,2026-08-13,1414,Aqua,MODIS,39,6.1NRT,296.54,4.44,D
-4.87922,21.46837,311.78,1,1,2026-08-13,1414,Aqua,MODIS,59,6.1NRT,297.31,4.31,D
-4.87657,22.66959,312.07,1.07,1.03,2026-08-13,1414,Aqua,MODIS,61,6.1NRT,296.48,7.84,D
-4.87177,18.91685,314.58,1.15,1.07,2026-08-13,1414,Aqua,MODIS,46,6.1NRT,297.91,7.37,D
-4.87152,22.14082,317.71,1.03,1.01,2026-08-13,1414,Aqua,MODIS,64,6.1NRT,296.48,10.28,D
-4.87107,18.71982,317.38,1.18,1.08,2026-08-13,1414,Aqua,MODIS,68,6.1NRT,298.48,10.84,D
-4.87033,18.92686,323.36,1.15,1.07,2026-08-13,1414,Aqua,MODIS,76,6.1NRT,298.07,17.24,D
-4.869,19.76413,317.24,1.06,1.03,2026-08-13,1414,Aqua,MODIS,68,6.1NRT,299.72,8.91,D
-4.86796,18.50026,312.85,1.21,1.09,2026-08-13,1414,Aqua,MODIS,56,6.1NRT,297.89,6.97,D
-4.86765,19.77337,313.68,1.06,1.03,2026-08-13,1414,Aqua,MODIS,59,6.1NRT,298.95,5.89,D
-4.86633,18.08535,311.69,1.28,1.12,2026-08-13,1414,Aqua,MODIS,28,6.1NRT,296.2,8.26,D
-4.86461,19.09831,326.16,1.13,1.06,2026-08-13,1414,Aqua,MODIS,79,6.1NRT,298.23,21.34,D
-4.86254,19.30627,311.79,1.1,1.05,2026-08-13,1414,Aqua,MODIS,52,6.1NRT,296.79,5.41,D
-4.8624,18.78109,315.43,1.17,1.08,2026-08-13,1414,Aqua,MODIS,54,6.1NRT,298.63,7.46,D
-4.8595,18.80159,317.3,1.17,1.07,2026-08-13,1414,Aqua,MODIS,54,6.1NRT,298.32,9.57,D
-4.8594,21.42074,312.87,1,1,2026-08-13,1414,Aqua,MODIS,56,6.1NRT,296.05,6.05,D
-4.85812,21.42948,315.77,1,1,2026-08-13,1414,Aqua,MODIS,69,6.1NRT,295.2,8.24,D
-4.8527,18.80422,314.96,1.16,1.07,2026-08-13,1414,Aqua,MODIS,63,6.1NRT,297.96,7.92,D
-4.8519,19.18612,310.84,1.12,1.05,2026-08-13,1414,Aqua,MODIS,28,6.1NRT,294.65,4.73,D
-4.85089,18.86235,315.97,1.16,1.07,2026-08-13,1414,Aqua,MODIS,65,6.1NRT,297.63,8.95,D
-4.84946,18.87246,313.91,1.16,1.07,2026-08-13,1414,Aqua,MODIS,59,6.1NRT,297.6,7.07,D
-4.8474,19.7232,326.22,1.06,1.03,2026-08-13,1414,Aqua,MODIS,79,6.1NRT,299.59,17.82,D
-4.84606,19.73246,318.75,1.06,1.03,2026-08-13,1414,Aqua,MODIS,61,6.1NRT,299.13,9.45,D
-4.84503,18.02453,318.15,1.29,1.13,2026-08-13,1414,Aqua,MODIS,69,6.1NRT,296.28,15.52,D
-4.84341,18.03577,318.33,1.29,1.13,2026-08-13,1414,Aqua,MODIS,69,6.1NRT,295.77,15.69,D
-4.84309,18.98435,316.43,1.14,1.06,2026-08-13,1414,Aqua,MODIS,66,6.1NRT,298.91,7.97,D
-4.8426,16.11471,317,1.78,1.31,2026-08-13,1414,Aqua,MODIS,70,6.1NRT,294.47,19,D
-4.84208,19.25388,310.99,1.11,1.05,2026-08-13,1414,Aqua,MODIS,46,6.1NRT,296.24,4.96,D
-4.84041,16.13002,336.65,1.77,1.3,2026-08-13,1414,Aqua,MODIS,88,6.1NRT,293.91,72.85,D
-4.83678,18.58139,316.2,1.2,1.09,2026-08-13,1414,Aqua,MODIS,65,6.1NRT,298.55,9.59,D
-4.83629,20.8073,349.43,1,1,2026-08-13,1414,Aqua,MODIS,95,6.1NRT,299.35,57.29,D
-4.83528,18.59179,320.47,1.2,1.09,2026-08-13,1414,Aqua,MODIS,73,6.1NRT,298.39,14.86,D
-4.83501,20.81605,336.31,1,1,2026-08-13,1414,Aqua,MODIS,88,6.1NRT,298.27,33.06,D
-4.83406,19.81535,313.09,1.05,1.02,2026-08-13,1414,Aqua,MODIS,56,6.1NRT,296.56,6.28,D
-4.83273,19.82454,325.41,1.05,1.02,2026-08-13,1414,Aqua,MODIS,79,6.1NRT,298.42,18.74,D
-4.83269,18.47361,349.15,1.21,1.1,2026-08-13,1414,Aqua,MODIS,95,6.1NRT,296.63,71.22,D
-4.83139,20.77974,313.51,1,1,2026-08-13,1414,Aqua,MODIS,63,6.1NRT,294.01,8.77,D
-4.83116,20.84228,311.13,1,1,2026-08-13,1414,Aqua,MODIS,56,6.1NRT,297.65,5.1,D
-4.82651,19.23186,312.12,1.11,1.05,2026-08-13,1414,Aqua,MODIS,51,6.1NRT,297.64,5.49,D
-4.8255,22.13744,310.14,1.03,1.01,2026-08-13,1414,Aqua,MODIS,54,6.1NRT,296.82,5.11,D
-4.82537,19.04223,326.82,1.13,1.06,2026-08-13,1414,Aqua,MODIS,80,6.1NRT,297.56,22.61,D
-4.8231,18.47223,314.69,1.21,1.1,2026-08-13,1414,Aqua,MODIS,31,6.1NRT,298.07,7.54,D
-4.81569,18.86094,317.87,1.16,1.07,2026-08-13,1414,Aqua,MODIS,68,6.1NRT,298.4,10.11,D
-4.81558,19.11103,317,1.12,1.06,2026-08-13,1414,Aqua,MODIS,53,6.1NRT,297.61,9.77,D
-4.81466,21.33608,312.3,1,1,2026-08-13,1414,Aqua,MODIS,63,6.1NRT,296.47,6.58,D
-4.81419,19.12085,314.08,1.12,1.06,2026-08-13,1414,Aqua,MODIS,60,6.1NRT,297.49,7.45,D
-4.81363,18.80904,313.6,1.16,1.07,2026-08-13,1414,Aqua,MODIS,56,6.1NRT,298.66,6.5,D
-4.81363,19.70323,327.12,1.06,1.03,2026-08-13,1414,Aqua,MODIS,58,6.1NRT,299.15,17.83,D
-4.81191,17.68304,314.52,1.36,1.15,2026-08-13,1414,Aqua,MODIS,61,6.1NRT,296.42,11.51,D
-4.81143,19.65553,320.91,1.07,1.03,2026-08-13,1414,Aqua,MODIS,74,6.1NRT,299.36,13,D
-4.81007,19.66483,328.38,1.07,1.03,2026-08-13,1414,Aqua,MODIS,82,6.1NRT,299.76,21.86,D
-4.80926,18.83929,333.93,1.16,1.07,2026-08-13,1414,Aqua,MODIS,86,6.1NRT,298.81,34.03,D
-4.8078,18.84942,322.89,1.16,1.07,2026-08-13,1414,Aqua,MODIS,76,6.1NRT,298.38,16.86,D
-4.80462,19.70203,323.1,1.06,1.03,2026-08-13,1414,Aqua,MODIS,76,6.1NRT,299.23,14.21,D
-4.80388,19.07252,320.01,1.13,1.06,2026-08-13,1414,Aqua,MODIS,72,6.1NRT,297.51,13.03,D
-4.79948,21.37843,311.03,1,1,2026-08-13,1414,Aqua,MODIS,42,6.1NRT,297.11,5.05,D
-4.79921,19.73896,336.69,1.06,1.03,2026-08-13,1414,Aqua,MODIS,88,6.1NRT,299.91,32.92,D
-4.79786,19.74816,339.91,1.06,1.03,2026-08-13,1414,Aqua,MODIS,90,6.1NRT,300.24,38.13,D
-4.79697,19.69144,318.75,1.06,1.03,2026-08-13,1414,Aqua,MODIS,46,6.1NRT,299.02,8.96,D
